,sample_name,from_image,from_area,sample_path,label
97,97,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\97.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
98,98,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\98.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
99,99,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\99.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
100,100,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\100.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
101,101,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\101.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
102,102,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\102.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
103,103,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\103.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
104,104,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\104.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
105,105,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\105.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
106,106,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\106.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
107,107,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\107.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
108,108,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\108.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
109,109,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\109.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
110,110,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\110.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
111,111,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\111.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
112,112,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\112.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
113,113,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\113.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
114,114,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\114.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
115,115,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\115.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
116,116,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\116.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
117,117,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\117.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
118,118,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\118.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
119,119,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\119.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
120,120,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\120.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
121,121,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\121.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
122,122,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\122.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
123,123,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\123.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
124,124,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\124.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
125,125,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\125.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
126,126,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\126.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
127,127,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\127.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
128,128,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\128.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
129,129,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\129.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
130,130,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\130.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
131,131,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\131.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
132,132,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\132.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
133,133,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\133.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
134,134,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\134.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
135,135,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\135.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
136,136,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\136.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
137,137,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\137.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
138,138,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\138.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
139,139,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\139.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
140,140,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\140.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
141,141,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\141.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
142,142,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\142.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
143,143,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\143.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
144,144,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\144.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
145,145,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\145.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
146,146,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\146.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
147,147,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\147.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
148,148,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\148.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
149,149,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\149.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
150,150,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\150.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
151,151,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\151.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
152,152,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\152.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
153,153,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\153.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
154,154,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\154.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
155,155,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\155.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
156,156,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\156.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
157,157,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\157.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
158,158,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\158.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
159,159,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\159.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
160,160,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\160.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
161,161,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\161.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
162,162,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\162.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
163,163,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\163.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
164,164,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\164.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
165,165,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\165.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
166,166,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\166.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
167,167,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\167.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
168,168,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\168.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
169,169,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\169.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
170,170,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\170.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
171,171,Arad24_1972-121_I-86564_3200dpi_16b.png,Arad (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Arad (end of 7th century Judah)\Arad24_1972-121_I-86564_3200dpi_16b\Samples\171.png,Arad (end of 7th century Judah)_-_Arad24_1972-121_I-86564_3200dpi_16b.png
172,172,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\172.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
173,173,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\173.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
174,174,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\174.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
175,175,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\175.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
176,176,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\176.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
177,177,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\177.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
178,178,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\178.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
179,179,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\179.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
180,180,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\180.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
181,181,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\181.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
182,182,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\182.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
183,183,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\183.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
184,184,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\184.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
185,185,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\185.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
